//X Y Z R G B
50248
2.88820577 -1.09345293 -4.65347195 64 0 0
2.87319589 -4.35128832 -4.62823629 68 0 0
-0.83501875 -8.3127346 -4.63891935 68 0 0
2.88635445 -4.45461416 -4.66408682 68 0 0
-0.65588528 -8.32348442 -4.65742731 71 0 0
1.65269101 -8.32083988 -4.64624786 60 0 0
2.88888526 -1.79985559 -4.65225363 52 0 0
-0.259157 -8.31788635 -4.63433456 106 0 0
-0.20038043 -8.31820774 -4.65721798 74 0 0
0.45652568 0.11288221 -4.67895222 77 0 0
2.2114768 -8.31897926 -4.64024448 55 0 0
1.36790907 0.09333043 -4.651577 93 0 0
1.52004004 0.10396397 -4.67865753 73 0 0
1.60849535 0.09887018 -4.66341162 70 0 0
1.64996564 0.10153849 -4.68083477 83 0 0
2.72725105 -8.32197189 -4.63458872 45 0 0
1.80695641 0.1010846 -4.67750692 90 0 0
1.8626858 0.10260608 -4.6714015 68 0 0
-2.37616038 0.11150766 -4.667974 85 0 0
-2.35983586 0.11873589 -4.67237997 92 0 0
0.20620184 -8.32145882 -4.63813829 75 0 0
-2.18097472 0.11324918 -4.65928555 110 0 0
0.52643692 -8.32502651 -4.64212322 58 0 0
-0.71208125 -8.30856037 -4.6208601 74 0 0
-1.53140116 0.11263416 -4.66006994 89 0 0
2.86137891 -6.98237801 -4.64222574 59 0 0
-0.46451065 -8.31772709 -4.6450181 98 0 0
-1.26602244 0.10284564 -4.63423109 78 0 0
-1.19504869 0.12026029 -4.68337154 92 0 0
2.86491179 -7.27132177 -4.64260912 42 0 0
2.8685019 -7.32595968 -4.65122652 38 0 0
-0.40630585 -8.32234955 -4.64629269 79 0 0
-1.07537937 0.11416528 -4.66736937 102 0 0
-0.9155851 0.12486587 -4.66608047 78 0 0
1.28352475 -8.3267889 -4.63967228 63 0 0
-0.77934206 0.11867741 -4.66281414 93 0 0
-0.08745433 -8.32399178 -4.64026833 87 0 0
-0.38971436 0.11401441 -4.67390919 93 0 0
-0.20520276 0.11296184 -4.68998861 83 0 0
-0.0500496 0.13148943 -4.65607071 91 0 0
-0.0466093 0.12747206 -4.6723175 105 0 0
-0.02459308 0.12869038 -4.67126846 87 0 0
0.66493809 0.10945424 -4.66453457 89 0 0
0.91450596 0.12472595 -4.66577578 88 0 0
0.772412 0.11607753 -4.68865395 74 0 0
-1.87912178 0.13387562 -4.66683912 100 0 0
-1.8305707 0.13295893 -4.67157173 97 0 0
-1.78139234 0.13084558 -4.68064785 97 0 0
-1.77063322 0.1297939 -4.65453196 69 0 0
-1.72453511 0.1289742 -4.66760159 67 0 0
0.25428301 0.12088557 -4.66159678 82 0 0
0.24431148 0.12259359 -4.6474371 63 0 0
-1.4986285 0.12752338 -4.6669054 102 0 0
-1.21585584 0.12611775 -4.67191267 100 0 0
-0.7536853 0.11720841 -4.65596533 104 0 0
-0.75789064 0.1167086 -4.65232706 103 0 0
-0.54888147 0.12336426 -4.66783285 89 0 0
-0.46314979 0.11911891 -4.66387224 116 0 0
-0.50219065 0.12033308 -4.68743801 90 0 0
0.11271608 0.12797573 -4.67161655 89 0 0
2.89715242 -0.342884 -4.67396164 66 0 0
2.88455462 -2.56114054 -4.6554842 55 0 0
-2.5214107 -3.9386456 -4.64786005 82 0 0
-2.52696109 -7.22992802 -4.62031841 71 0 0
-2.5346067 -7.26646614 -4.64536715 93 0 0
2.88220572 -5.58831453 -4.65555525 54 0 0
-2.50297117 -0.80948162 -4.65142918 93 0 0
2.88471746 -1.23870111 -4.64839983 69 0 0
2.88145709 -5.70961952 -4.65246391 58 0 0
2.89407921 -1.33241475 -4.67706823 51 0 0
-2.50507069 -0.90819538 -4.65618753 79 0 0
-2.52690697 -5.94244051 -4.63983297 0 0 115
-2.51234961 -2.45776439 -4.64340448 91 0 0
-2.5058887 -0.98250806 -4.65670252 79 0 0
2.87323356 -6.15667486 -4.64803648 46 0 0
2.87194133 -6.23160362 -4.64719105 44 0 0
2.88572478 -3.99133563 -4.66844463 45 0 0
2.88179159 -4.08617401 -4.65244818 69 0 0
-2.50700998 -1.61680567 -4.64415121 97 0 0
-2.51514721 -1.73845887 -4.67671967 108 0 0
-2.5231514 -5.32777119 -4.63185692 0 0 98
-2.49726892 -0.29760206 -4.64841652 84 0 0
-2.49725318 -0.29426092 -4.64886522 78 0 0
-2.51201677 -2.12036896 -4.64817381 103 0 0
-2.49696779 -0.35788262 -4.64507914 91 0 0
2.88439775 -2.72008491 -4.65376568 54 0 0
-2.535043 -7.16967487 -4.65044498 0 0 101
-2.51229692 -2.25908017 -4.65173149 88 0 0
-2.53269649 -7.34229136 -4.64308691 0 0 110
2.88725185 -2.92705607 -4.65912056 53 0 0
-2.52225661 -4.13085556 -4.64313602 107 0 0
-2.52499652 -5.83682775 -4.63206148 86 0 0
-2.52874804 -7.41148329 -4.63123846 0 0 87
-2.53202486 -7.46701384 -4.64659595 86 98 98
2.88504195 -0.98041946 -4.65194464 62 0 0
-2.53105092 -7.68650341 -4.63880539 82 0 0
2.86937094 -5.92177248 -4.63877964 51 0 0
2.88283539 -1.01636374 -4.64527416 47 0 0
-2.52963805 -7.77854395 -4.63704634 0 0 93
-2.52604103 -8.13067818 -4.62585211 88 0 0
2.88386512 -1.45318842 -4.64061975 46 0 0
-2.51785111 -3.01393795 -4.6588769 91 0 0
2.89219809 -0.13655415 -4.66257906 63 0 0
2.85853386 -8.07815647 -4.63093567 33 0 0
2.85204887 -8.22967148 -4.61664152 38 0 0
2.88735056 -1.62852013 -4.65169716 63 0 0
2.89349866 -2.10937715 -4.67531109 47 0 0
2.89187646 -1.65802133 -4.6629343 49 0 0
-2.46732783 0.10571109 -4.66907167 0 0 79
1.5532546 0.10049571 -4.66490269 74 0 0
1.58969212 0.09419266 -4.64925528 82 0 0
1.97651815 0.09831171 -4.66335297 77 0 0
2.86292243 -7.5053134 -4.63798618 41 0 0
2.34517622 0.09562109 -4.65462303 82 0 0
2.87718964 -4.40488148 -4.6414032 71 0 0
-1.81490183 -8.30543804 -4.63265371 67 0 0
-1.79480612 -8.31280899 -4.65565205 78 0 0
2.85840201 -7.84571028 -4.63656521 41 0 0
-1.71251845 -8.30586147 -4.65245819 84 0 0
2.55503488 0.09394224 -4.68223524 66 0 0
2.6623044 0.09997413 -4.68401814 67 0 0
2.68274307 0.08503909 -4.65260077 68 0 0
2.71128416 0.08529603 -4.65547371 61 0 0
2.8784802 -3.86085153 -4.64813089 59 0 0
2.87599492 -4.90996599 -4.63657331 61 0 0
2.87914228 -4.1057229 -4.63550615 65 0 0
2.86954784 -5.43725157 -4.62880945 51 0 0
-1.39728284 -8.30354691 -4.61954689 82 0 0
-1.22571743 -8.31166935 -4.65056372 81 0 0
2.26875615 -8.31470108 -4.62351942 54 0 0
-0.7788353 -8.31079865 -4.6336298 73 0 0
-0.60620046 -8.31532288 -4.64105034 100 0 0
-0.35128495 -8.3200798 -4.65844965 69 0 0
1.40809929 0.10529266 -4.67957544 77 0 0
2.81941056 -8.32143402 -4.64262533 33 0 0
2.87738442 -4.77915668 -4.636693 55 0 0
2.87642622 -4.80550861 -4.63456774 63 0 0
-2.52615404 -6.92461491 -4.62027454 101 0 0
2.8985281 -0.52004439 -4.68195486 46 0 0
2.87465143 -2.5962441 -4.62495756 49 0 0
-2.50864315 -2.04981565 -4.63748503 104 0 0
2.87804008 -5.04323006 -4.64653349 53 0 0
-2.52135873 -4.19376898 -4.65388346 102 0 0
-2.51454258 -2.50337672 -4.65358734 68 0 0
-2.52698541 -7.68439531 -4.6185627 104 0 0
-2.5037663 -0.63876063 -4.66298056 98 0 0
2.88806772 -1.52875876 -4.65417671 50 0 0
-2.52426624 -4.78319502 -4.64725018 0 0 92
2.87686586 -3.41063118 -4.64543772 57 0 0
-2.50643277 -1.14970827 -4.65708208 106 0 0
2.89267492 -0.09726077 -4.66131878 57 0 0
2.89962983 -0.215561 -4.67606306 66 0 0
-2.51653457 -3.3147943 -4.64689445 82 0 0
2.88222742 -2.12588716 -4.64662457 56 0 0
2.89866185 -0.30734625 -4.67910147 50 0 0
2.86318254 -6.68727779 -4.63936329 41 0 0
2.88414621 -2.31881738 -4.65207911 60 0 0
-2.51802182 -3.4666326 -4.64960623 87 0 0
2.85670996 -6.78192663 -4.62311697 40 0 0
-2.52694368 -6.86513519 -4.62779856 99 0 0
2.89340067 -0.66863322 -4.66388512 64 0 0
-2.52518797 -6.90910769 -4.62091494 102 0 0
-2.53289819 -5.47655392 -4.66179705 86 0 0
-2.52808928 -7.06123877 -4.6245327 108 0 0
-2.51806808 -3.8874321 -4.62938166 104 0 0
2.87633967 -5.19475937 -4.64546633 56 0 0
2.87637925 -5.25011253 -4.64534521 51 0 0
2.8722043 -5.62697124 -4.63323355 41 0 0
2.88621211 -1.41493356 -4.6512332 57 0 0
2.87693262 -3.30737281 -4.63977003 55 0 0
-2.52898788 -7.78460979 -4.62848186 0 0 92
-2.5327599 -7.83046722 -4.64988184 0 0 96
2.8817811 -1.66004598 -4.64007568 54 0 0
-2.50556183 -1.33431792 -4.65144587 106 0 0
-2.53019118 -6.5236969 -4.64708614 84 0 0
2.86696672 -6.3817997 -4.64406109 44 0 0
-2.5108211 -1.7474432 -4.66438627 84 0 0
2.87375879 -4.6151886 -4.63195372 67 0 0
2.87091136 -6.7347188 -4.65428829 44 0 0
2.85838509 -6.95808268 -4.63314819 45 0 0
1.84289634 0.09710345 -4.65622425 71 0 0
1.91213417 0.10062885 -4.66327286 73 0 0
-2.45941734 -8.30440426 -4.63709784 74 0 0
-2.49453783 -0.1845839 -4.64033794 86 0 0
2.87565351 -4.72055864 -4.62895584 56 0 0
-2.13983655 -8.29923248 -4.61273527 62 0 0
-1.11567914 0.11604445 -4.65845585 86 0 0
-0.68397433 0.10708251 -4.66429949 99 0 0
-2.00106287 -8.30465794 -4.63003445 73 0 0
2.87699389 -3.7049408 -4.6393199 60 0 0
-1.27216542 -8.31177139 -4.64981174 74 0 0
0.5687539 -8.31512356 -4.62897587 70 0 0
2.87262011 -6.4411006 -4.64827824 49 0 0
0.99813408 -8.31001854 -4.6225934 77 0 0
-0.2828078 -8.31601715 -4.63114071 76 0 0
1.58550572 -8.31452084 -4.64366722 63 0 0
0.07136101 -8.31690979 -4.62786245 83 0 0
0.43329242 0.10087068 -4.62431717 94 0 0
1.33985043 0.09300354 -4.64835453 90 0 0
2.8629992 -8.19959831 -4.6407814 38 0 0
2.83436632 -8.31600761 -4.63050747 22 0 0
0.15266824 -8.32207966 -4.63999939 87 0 0
-1.5255481 -8.31210899 -4.64049482 0 0 96
0.35748187 -8.32833195 -4.64143896 79 0 0
-0.53896141 -8.31539726 -4.62909126 84 0 0
2.86485553 -7.26640081 -4.64124632 40 0 0
0.03841963 -8.32472134 -4.64092636 69 0 0
0.36148927 0.1095568 -4.66054678 92 0 0
1.34634936 -8.32292747 -4.64688635 56 0 0
0.60596371 0.11412542 -4.66021538 64 0 0
1.42985654 -8.32529259 -4.64743805 63 0 0
1.4381448 -8.31730843 -4.63992786 56 0 0
1.44295573 -8.31025887 -4.62358427 67 0 0
1.48763049 -8.31211853 -4.62519789 65 0 0
1.49388683 -8.31300163 -4.62650251 64 0 0
-0.42429954 0.11161909 -4.66523409 74 0 0
-0.16981752 0.10275508 -4.64256239 122 0 0
0.72281402 0.11378404 -4.66518402 56 0 0
1.07207823 0.104041 -4.64835644 67 0 0
1.87690949 -8.31556225 -4.63498974 69 0 0
1.93305588 -8.32924652 -4.64019108 63 0 0
2.08488011 -8.33131218 -4.63831425 58 0 0
2.88828301 -2.66659927 -4.66784954 44 0 0
2.880831 -5.06470728 -4.6568861 44 0 0
-2.52534342 -5.57487774 -4.63744259 0 0 100
2.88246918 -1.0746156 -4.64107227 51 0 0
2.86870408 -5.33118057 -4.61632109 55 0 0
-2.52947092 -5.82914352 -4.6475749 78 0 0
-2.51846218 -4.21383762 -4.64008617 116 0 0
-2.51607704 -4.22237062 -4.62683392 71 0 0
-2.52104259 -4.43690872 -4.6439023 85 0 0
2.89588022 -0.12213731 -4.68419075 48 0 0
2.88425374 -0.13034421 -4.63097095 65 0 0
-2.52266026 -4.80153465 -4.63758469 94 0 0
-2.51285338 -2.61137366 -4.63985109 87 0 0
2.89026237 -1.97674787 -4.66482306 48 0 0
2.86202621 -6.62670517 -4.63280869 49 0 0
2.89232898 -0.54121858 -4.66175079 64 0 0
-2.5096848 -1.30982304 -4.66627169 91 0 0
2.86052728 -7.72312307 -4.63244772 42 0 0
-2.51368237 -2.88266015 -4.64987707 88 0 0
-2.51447582 -2.94840765 -4.64779139 90 0 0
-2.50692034 -1.56576729 -4.64923286 74 0 0
2.88476038 -4.68217468 -4.65584087 54 0 0
-2.51910996 -4.08938551 -4.64127254 101 0 0
2.87302995 -3.04081082 -4.60871887 51 0 0
2.8900454 -1.29589248 -4.66184425 61 0 0
-2.52954006 -7.64307404 -4.6346035 0 0 100
-2.51864672 -4.35971117 -4.63230896 100 0 0
-2.52850533 -5.95604753 -4.63887501 95 95 87
-2.50429583 -1.01894879 -4.64975834 100 88 100
-2.52553535 -6.29368496 -4.62537384 80 0 0
-2.52142382 -4.86584473 -4.63734388 89 0 0
2.88938379 -2.01011133 -4.66116333 52 0 0
-1.12115014 -8.31069183 -4.62874842 76 0 0
-2.52266216 -4.90645599 -4.63803673 0 0 81
-2.50537205 -1.47073209 -4.64304876 82 0 0
-2.52632689 -6.48410416 -4.63012695 99 0 0
-2.51739907 -3.51917315 -4.63203669 116 0 0
-2.51322436 -1.76513767 -4.66829062 94 0 0
-2.51058006 -1.7907542 -4.6582303 91 0 0
2.88229728 -4.45563173 -4.65317965 65 0 0
2.89157319 -2.53636551 -4.67122078 59 0 0
-2.49085355 0.00450292 -4.64091492 91 0 0
1.70345891 0.0975036 -4.65678215 85 0 0
-1.42827928 0.11504172 -4.68575048 89 0 0
-0.69585001 0.11183225 -4.67154837 92 0 0
-2.07526922 -8.30213547 -4.62473154 63 0 0
2.15617776 0.08813513 -4.64350462 70 0 0
2.87977433 -4.46787024 -4.64116383 70 0 0
-1.33766687 -8.30831242 -4.63290548 80 80 72
-1.31781018 -8.30603504 -4.61681509 80 0 0
-1.24711835 -8.30612278 -4.59936237 77 0 0
-1.04615533 -8.30862141 -4.62555408 89 0 0
2.87328482 -6.21066904 -4.64748621 45 0 0
-0.4481006 -8.31739616 -4.63246107 55 0 0
2.88658547 -0.77329731 -4.65861034 61 0 0
-0.34136754 -8.31081772 -4.61527681 91 0 0
2.86819983 -7.38797569 -4.65468025 33 0 0
2.85973477 -7.4995389 -4.62810135 43 0 0
2.86218405 -7.57858944 -4.63463783 46 0 0
0.09173552 -8.31013584 -4.60864305 71 0 0
0.57084531 0.10769091 -4.67781591 84 0 0
2.86365581 -7.76351309 -4.64264297 39 0 0
2.85829067 -8.10251522 -4.63367033 38 0 0
1.55611897 -8.31232643 -4.61893654 62 0 0
1.73767912 -8.31605244 -4.64441347 75 0 0
2.51054168 -8.32157803 -4.63989019 61 0 0
-2.51594424 -1.90587509 -4.66954041 82 0 0
-2.5116961 -2.01729965 -4.64432573 68 0 0
-2.51465821 -4.00400114 -4.64249229 0 0 96
-2.53064728 -7.73389339 -4.6361618 73 0 0
-2.50998425 -2.34758568 -4.64121246 99 0 0
-2.51952219 -4.33596754 -4.63303137 97 0 0
-2.52608514 -6.21662188 -4.63341331 83 0 0
-2.53070879 -8.22289467 -4.63927746 94 0 0
2.86773229 -5.85090828 -4.63390732 52 0 0
2.88011003 -1.67652917 -4.63857985 59 0 0
-2.52740312 -6.39771795 -4.63756227 80 0 0
-2.51733422 -4.67535639 -4.63211775 107 0 0
2.88532114 -1.8999809 -4.6465497 40 0 0
-2.52311778 -4.79525805 -4.64031696 99 0 0
2.87625265 -6.1342454 -4.65067577 50 0 0
-2.50001168 -1.17168486 -4.62116575 88 0 0
2.62933397 0.08233876 -4.64342356 69 0 0
-2.50144601 -1.23158002 -4.63167429 91 0 0
-2.52702618 -6.77479506 -4.6294775 93 0 0
2.86012006 -6.30829668 -4.59919596 56 0 0
-2.53685617 -5.10119247 -4.67316532 89 0 0
2.8867631 -0.50157255 -4.63932991 78 0 0
2.88238168 -2.74955988 -4.65068245 55 0 0
-2.51633048 -3.906708 -4.62332582 75 0 0
2.87842393 -3.16540813 -4.65395451 49 0 0
-2.52928376 -7.83119822 -4.63278198 0 0 97
-2.51949072 -4.25274563 -4.6455555 106 0 0
-2.50970054 -2.35551858 -4.63566828 100 0 0
2.87628746 -3.30908608 -4.63187313 54 0 0
-2.51826715 -4.41300869 -4.63086414 101 0 0
-2.49455166 -0.14690661 -4.64473486 90 0 0
-2.51835752 -4.46560669 -4.62844276 77 0 0
-2.52093148 -4.47780561 -4.64010572 0 0 82
-2.52803707 -8.03230762 -4.63030148 97 0 0
-2.51996303 -4.53877735 -4.63707685 97 0 0
-2.51414371 -2.91675997 -4.64469147 98 0 0
2.8664434 -6.48520088 -4.63865662 44 0 0
2.88821149 -0.43911579 -4.64281464 69 0 0
2.88944888 -0.62219256 -4.65353823 68 0 0
2.85651731 -6.96728373 -4.63079453 54 0 0
2.88489366 -0.77427322 -4.65023661 49 0 0
-2.50615525 -1.59539342 -4.64300251 95 0 0
2.88098311 -2.03890347 -4.6275878 63 0 0
1.30921161 0.09590098 -4.65268469 74 0 0
-2.4418819 0.10906602 -4.64398098 77 0 0
1.40329242 0.09569895 -4.65357637 89 0 0
1.79266465 0.10006443 -4.66407633 83 0 0
-1.24452853 -8.30803394 -4.62480164 67 0 0
-1.10748959 -8.30693817 -4.60118532 65 0 0
-1.09835601 -8.31052113 -4.6258502 78 0 0
2.89566922 0.07157015 -4.65221453 43 0 0
1.12706709 -8.31693935 -4.61771297 54 0 0
1.75371099 -8.31912804 -4.63381147 64 0 0
0.56461561 0.09847011 -4.65201092 78 0 0
2.14664769 -8.32409096 -4.63308859 69 0 0
2.16911507 -8.31470966 -4.62281227 51 0 0
0.68554807 0.09893702 -4.65245724 89 0 0
2.48066711 -8.31842709 -4.62213421 54 0 0
2.54163551 -8.32019043 -4.62568188 50 0 0
2.67447805 -8.32121944 -4.62529373 53 0 0
-2.32170701 0.11303283 -4.65234137 82 0 0
0.30174285 -8.322999 -4.63540125 81 0 0
-1.96507609 0.11281393 -4.65676117 87 0 0
-1.72478938 0.11626422 -4.64833736 84 0 0
0.46237147 -8.32088852 -4.62564135 66 0 0
2.86125755 -7.18755913 -4.63493395 48 0 0
0.6431933 -8.32841873 -4.64522648 52 0 0
-0.11175881 -8.32421017 -4.63010073 84 0 0
0.77431601 -8.31562614 -4.62411594 65 0 0
0.3484917 0.09643194 -4.64076662 83 0 0
-1.04862964 0.10706862 -4.65333748 88 0 0
0.52436024 0.09674742 -4.64509773 101 0 0
2.31768131 -8.31664658 -4.63272381 46 0 0
0.09037767 0.12986007 -4.65249729 97 0 0
0.17723066 0.13077562 -4.64836407 84 0 0
0.75762278 0.11730364 -4.64968777 84 0 0
0.74935842 0.11883328 -4.66539717 100 0 0
0.81327701 0.12444204 -4.65720224 82 0 0
0.91912532 0.12560919 -4.64795971 89 0 0
0.86061609 0.12625811 -4.65602636 95 0 0
0.96584815 0.1251196 -4.6470046 100 0 0
0.95508587 0.1252352 -4.65100765 61 0 0
1.05466545 0.1141857 -4.65816116 71 0 0
-1.68507731 0.12695058 -4.65219259 84 0 0
-1.59381473 0.13280693 -4.6679883 82 0 0
0.1850553 0.13092276 -4.65194893 100 0 0
-1.55289173 0.11770982 -4.64810896 96 0 0
0.40413401 0.11731529 -4.66507816 75 0 0
-1.32852209 0.12465002 -4.65202236 100 0 0
-0.51297987 0.12002594 -4.68460464 98 0 0
-0.48468029 0.12053737 -4.66394663 96 0 0
-0.44450974 0.11257132 -4.66340065 102 0 0
-0.33004567 0.12843601 -4.67234993 81 0 0
-0.30227444 0.12848681 -4.64684248 81 0 0
-0.26794124 0.12424973 -4.67822123 82 0 0
-0.06920256 0.12599477 -4.64722681 88 0 0
0.04459663 0.13262449 -4.66000462 73 0 0
-2.51925254 -3.97474933 -4.65087605 118 0 0
-2.51735067 -4.16238022 -4.6318922 107 0 0
-2.49751067 -0.24076645 -4.65958786 63 0 0
2.89099598 -3.55243349 -4.66795444 60 0 0
-2.50164866 -0.77673268 -4.64452314 96 0 0
2.87122822 -6.04949617 -4.63932133 50 0 0
2.87873888 -3.91691375 -4.63879538 55 0 0
2.88577557 -0.15640861 -4.63926983 55 0 0
-2.5046227 -1.3971765 -4.6388607 72 0 0
-2.51573014 -3.20906472 -4.63986921 108 0 0
2.87788177 -4.24431896 -4.64791584 67 0 0
2.86101365 -6.66383457 -4.62650013 44 0 0
2.86772013 -6.73271847 -4.64430904 46 0 0
-2.50376844 -1.60971105 -4.62344885 84 0 0
-2.51627421 -3.43864489 -4.6378727 108 0 0
-2.52624178 -5.11601973 -4.64325571 94 0 0
2.88018203 -4.89283609 -4.64955854 62 0 0
2.88513803 -1.21389079 -4.64794636 63 0 0
-2.49527097 -0.28426638 -4.63066483 83 0 0
-2.51265454 -2.38971019 -4.65053654 72 0 0
-2.52573824 -6.22736073 -4.63053322 77 0 0
-2.51006699 -2.53057075 -4.63300037 65 0 0
-1.94898546 -8.30728245 -4.6397357 0 0 88
2.87284994 -3.58007765 -4.6298213 57 0 0
-2.51274323 -2.78943181 -4.64076996 94 0 0
1.45550549 0.10111471 -4.66741371 86 0 0
1.62267351 0.09291725 -4.64149666 77 0 0
-2.51370621 -2.97705293 -4.63788319 69 0 0
2.89055777 -0.0295679 -4.63944292 43 0 0
-2.52558923 -5.08896255 -4.64128399 0 0 104
2.86676836 -6.24124098 -4.63096476 43 0 0
2.86233425 -6.4344902 -4.622293 64 0 0
2.86754203 -6.46203804 -4.64535904 40 0 0
-2.50817227 -1.37611496 -4.66116619 67 0 0
2.88219142 -2.38478017 -4.64810324 59 0 0
2.88942552 -0.54899687 -4.65175438 62 0 0
2.85378432 -6.84961367 -4.59813499 40 0 0
2.88294053 -2.692734 -4.64680529 60 0 0
-2.53003001 -7.58632946 -4.64363003 98 0 0
1.46307027 0.09083358 -4.63493061 77 0 0
-2.37242103 0.10246636 -4.65077066 108 0 0
-2.06354022 0.09872485 -4.62041903 73 0 0
2.8542552 -7.01376152 -4.6221199 46 0 0
1.84167349 0.09311338 -4.63435364 68 0 0
-2.02692246 0.10593524 -4.65174103 83 0 0
1.94242024 0.09037565 -4.63771772 60 0 0
2.85883474 -7.24169636 -4.63234329 46 0 0
-2.13935542 -8.30681324 -4.64147329 82 0 0
-2.5137465 -4.06544638 -4.62624502 0 0 101
-2.04420495 -8.30191708 -4.61523676 80 0 0
-2.51988029 -4.13247204 -4.63617182 106 0 0
2.87409449 -3.70999026 -4.63169956 52 0 0
-1.16223609 0.10766283 -4.65991306 82 0 0
2.25830054 0.094049 -4.65541649 76 0 0
-1.04259193 0.10248585 -4.61918879 79 0 0
2.8659482 -7.37653828 -4.64879227 35 0 0
-1.68691766 -8.30005836 -4.61385489 78 0 0
2.44005466 0.08913248 -4.65029526 61 0 0
2.47104692 0.08615489 -4.63371229 75 0 0
-1.54377687 -8.30550766 -4.62500381 78 0 0
2.85489011 -7.90117693 -4.61911774 38 0 0
2.86287975 -7.95006704 -4.63841963 38 0 0
2.89380932 -0.00686211 -4.65354681 52 0 0
0.85978484 -8.31577015 -4.64592505 68 0 0
0.97557592 -8.30644321 -4.61013842 79 0 0
1.69140804 -8.3216877 -4.6371479 58 0 0
0.64923131 0.10572689 -4.6554389 101 0 0
1.78277493 -8.31535435 -4.64336348 67 0 0
2.86057305 -8.17735863 -4.63576031 37 0 0
2.85253167 -8.29287052 -4.62404823 36 0 0
2.88921499 -1.35911274 -4.65807104 63 0 0
-2.49606299 -0.396613 -4.63394976 82 0 0
-2.49574447 -0.45121798 -4.62173414 81 0 0
-2.49785519 -0.4599919 -4.64673805 104 0 0
-2.49872828 -0.52049708 -4.63784552 77 0 0
-2.52588558 -6.54048204 -4.6280365 97 0 0
2.88865852 -1.96160698 -4.6626153 55 0 0
-2.52315545 -4.83803749 -4.64079618 0 0 114
-2.51282144 -2.80062747 -4.64314127 95 0 0
-2.51264286 -2.99960995 -4.63654947 93 0 0
-2.5290494 -6.97321272 -4.63236666 0 0 104
-2.5293591 -7.0312109 -4.63153267 105 105 103
2.86017656 -6.59703732 -4.62547541 47 0 0
-2.52476335 -7.13588476 -4.61026955 96 0 0
2.86283803 -6.65747881 -4.63215923 48 0 0
-2.52548814 -7.1382575 -4.61317205 84 0 0
2.85694909 -6.70406532 -4.61834097 51 0 0
-2.52798724 -7.26801348 -4.62317944 76 0 0
-2.52060175 -5.50650024 -4.6242342 93 0 0
2.87339115 -2.67216229 -4.61106682 52 0 0
-2.51718402 -3.6213491 -4.63835239 89 0 0
-2.51892424 -3.82241797 -4.63061333 126 0 0
-2.52718973 -7.81166601 -4.61747551 91 0 0
-2.5272665 -7.98583841 -4.62209415 99 0 0
-2.50872207 -2.19358039 -4.62893009 97 0 0
2.87604713 -3.34476852 -4.63253832 50 0 0
2.87082314 -5.74567652 -4.63359308 39 0 0
2.87546539 -1.68734956 -4.61766577 48 0 0
-2.52406907 -6.15654755 -4.61820793 104 0 0
2.8815105 -2.17267036 -4.6390729 53 0 0
-2.51410031 -2.95248699 -4.64204359 132 0 0
-2.53023005 -6.84838772 -4.64232492 0 0 100
2.87651062 -4.31184435 -4.63339996 64 0 0
-2.50372314 -1.21009982 -4.64312792 86 0 0
2.85590625 -6.81484604 -4.61564159 48 0 0
2.85618567 -7.10898018 -4.62050581 45 0 0
2.8782115 -4.76068592 -4.63549662 51 0 0
2.8527689 -7.26386118 -4.60321236 42 0 0
-2.51658368 -3.71869397 -4.63461637 65 0 0
2.85286283 -7.35421276 -4.61900377 43 0 0
2.87963295 -4.85889482 -4.64879799 57 0 0
-2.52148128 -5.52533245 -4.6123724 76 0 0
-2.52037835 -3.86939311 -4.64400578 90 0 0
-2.44549084 -8.29448318 -4.60269165 65 0 0
-2.3217802 -8.29830647 -4.61561728 74 0 0
1.92792988 0.09337313 -4.65271807 79 0 0
-1.40500867 0.10567545 -4.64475918 72 0 0
2.87649965 -4.08180428 -4.6332984 65 0 0
2.87477207 -4.11327791 -4.6275239 62 0 0
-1.51921153 -8.3070116 -4.62814951 84 0 0
-1.36961341 -8.30518436 -4.62669945 64 0 0
-1.30096829 -8.30362606 -4.58829451 86 0 0
2.86295056 -7.43895388 -4.63875914 41 0 0
2.88641238 -0.01452655 -4.62869596 54 0 0
-0.1530354 -8.3143158 -4.62983179 86 0 0
0.00255847 -8.31035328 -4.61170864 64 0 0
0.63795149 -8.32129002 -4.63409567 78 0 0
0.88532192 -8.3164711 -4.62595129 75 0 0
1.26547325 0.09243903 -4.64596033 62 0 0
1.39545226 -8.31898403 -4.62123823 62 0 0
1.54386842 -8.315135 -4.62346268 45 0 0
1.77928269 -8.30687714 -4.60678387 53 0 0
2.17747307 -8.30777264 -4.61261129 65 0 0
2.21095419 -8.31612015 -4.62451649 53 0 0
2.28668356 -8.31166935 -4.61812687 53 0 0
2.46117377 -8.3170948 -4.62008142 54 0 0
2.70005608 -8.3205452 -4.62487411 43 0 0
2.85393047 -8.30703545 -4.63401508 34 0 0
-2.33785152 0.10336964 -4.63763237 74 0 0
2.02992368 0.10122395 -4.65149879 75 0 0
0.27113169 -8.31103706 -4.6149354 63 0 0
-1.95504248 0.11663471 -4.66250992 89 0 0
-1.76395869 0.12739214 -4.65205336 84 0 0
-1.70872962 0.10709522 -4.63774681 88 0 0
0.74264973 -8.31430817 -4.63580704 66 0 0
-1.69110668 0.12013151 -4.64894962 86 0 0
-0.423769 -8.31608582 -4.6237154 75 0 0
1.05511868 -8.31451035 -4.61488199 69 0 0
