//X Y Z R G B Nx Ny Nz
50000
-7.29419804 4.36006021 10.23959541 0 0 0 -0.068883 -0.996065 0.055762
-6.90103579 6.10574293 9.87008572 0 0 0 0.033416 0.999429 -0.005063
-9.96105099 4.74480009 10.62550354 0 0 0 0.000978 0.999999 0.000978
-10.17238712 9.54092884 7.98718786 0 0 0 0.001273 -0.378186 0.925729
-9.38825607 4.66112757 14.33112526 0 0 0 -0.018902 -0.999821 0.000995
-5.83371115 10.08173180 10.05686569 0 0 0 0.000978 -0.999999 0.000978
-8.30043411 4.28416872 8.75091171 0 0 0 0.000978 0.999999 0.000978
-5.80709839 7.89107943 12.83182716 0 0 0 0.951115 -0.308835 0.001230
-6.05577183 6.10574293 8.31043148 0 0 0 0.064785 0.995934 -0.062589
-8.63827419 9.89170074 9.82296562 0 0 0 0.000978 0.999999 0.000978
-7.87052965 9.63030148 9.79145050 0 0 0 0.000978 -0.999999 0.000978
-8.27960777 6.73606634 14.99664211 1 1 1 0.041865 -0.061187 -0.997248
-8.03132534 7.99835491 15.51236534 1 1 1 -0.006870 0.594918 0.803757
-5.82353067 6.10538912 7.45367336 0 0 0 0.000978 -0.999999 0.000978
-9.31177902 5.60777807 5.91063309 0 0 0 -0.101181 -0.101181 -0.989709
-10.14484310 5.31196165 9.19332790 0 0 0 -0.994356 -0.100429 0.034212
-6.98596001 9.40171623 2.48903084 0 0 0 0.001100 0.990809 -0.135260
-5.83510733 7.52586174 9.06013584 0 0 0 0.995277 0.001067 -0.097074
-5.83595276 9.43514633 13.45706367 0 0 0 -0.999999 0.000978 0.000978
-9.46733284 9.46184063 10.78950882 0 0 0 -0.014865 0.000991 -0.999889
-9.32133675 9.79290295 11.11254787 0 0 0 0.001093 0.991782 0.127937
-10.12806988 9.49935722 13.59014797 0 0 0 -0.999999 0.000978 -0.000978
-6.16110277 9.83886433 10.75671101 0 0 0 0.001093 0.991782 0.127937
-11.95257187 4.28416872 12.60558128 0 0 0 0.000978 0.999999 0.000978
-7.03769970 5.08647776 5.91056681 0 0 0 -0.096725 -0.108379 -0.989393
-5.77415562 9.21265411 6.07981062 0 0 0 0.000978 0.000978 0.999999
-8.13807297 9.42502213 2.66042519 0 0 0 0.001100 0.990809 -0.135260
-10.14491940 5.61669731 6.54917383 0 0 0 -0.992316 -0.099118 -0.074053
-10.13135242 9.31561661 10.92606640 0 0 0 0.000978 0.000978 0.999999
-8.09475136 6.10574293 10.78201580 0 0 0 0.010987 0.999855 0.012985
-10.05149555 7.05405188 6.10578537 0 0 0 -0.000978 -0.999999 0.000978
-7.73979282 4.28416967 3.15130424 0 0 0 0.000978 0.999999 0.000978
-6.40806913 10.73175144 7.23397303 0 0 0 0.003789 0.935854 -0.352366
-12.09423256 4.28416967 3.18842316 0 0 0 0.000978 0.999999 0.000978
-5.83565426 4.63382816 12.58006191 0 0 0 -0.989624 -0.110475 0.091869
-7.53779030 6.18699932 10.76044178 0 0 0 0.999999 0.000978 -0.000978
-6.05374432 9.59692097 3.92462635 0 0 0 0.001100 0.990809 -0.135260
-8.01438999 5.53776026 15.20698452 1 1 1 -0.816511 -0.246348 -0.522133
-9.33426476 10.33538055 9.51903248 0 0 0 -0.381263 0.924466 0.001275
-8.35544300 4.28416777 18.21455956 0 0 0 0.000978 0.999999 0.000978
-8.48634052 4.28416777 18.54696274 0 0 0 0.000978 0.999999 0.000978
-10.17337036 9.71370316 8.69785213 0 0 0 0.001273 -0.378186 -0.925729
-8.17991543 4.28417015 1.33143997 0 0 0 0.000978 0.999999 0.000978
-5.83595324 8.26066303 5.63033581 0 0 0 -0.999999 0.000978 0.000978
-5.83868361 8.45852947 4.64093113 0 0 0 -0.999987 0.000981 -0.004907
-6.60161591 9.87270546 7.63269711 0 0 0 0.000978 -0.999999 0.000978
-6.90164709 9.63030148 7.38251781 0 0 0 0.000978 -0.999999 0.000978
-5.67376709 6.10574293 6.26841688 0 0 0 0.080072 0.989874 -0.117207
-7.57156658 4.49635029 13.88979340 0 0 0 0.002944 -0.000981 0.999995
-10.17169952 9.37820148 2.55707979 0 0 0 -0.005502 -0.991376 0.130936
-7.34102583 9.84677410 10.82556534 0 0 0 -0.000978 0.000978 -0.999999
-9.45826149 9.49211216 4.15599585 0 0 0 0.001170 0.223492 0.974705
-7.38699245 6.65198088 14.81658363 1 1 1 -0.488173 0.861224 -0.141352
-9.25353718 9.89169979 6.41368484 0 0 0 0.000978 0.999999 0.000978
-5.83593321 4.86430311 2.87996030 0 0 0 -0.989929 -0.103530 -0.096550
